scientific_name,avilist_common_name,avilist_taxon_rank,avilist_order,avilist_family,avilist_iucn_status,avilist_avibase_id,genus
Rhodacanthis flaviceps,Lesser Koa Finch,species,Passeriformes,Fringillidae,EX,avibase-8C3D2DCA,Rhodacanthis
Ciridops,,genus,Passeriformes,Fringillidae,,,Ciridops
Ciridops anna,Ula-ai-hawane,species,Passeriformes,Fringillidae,EX,avibase-E35F8B09,Ciridops
Akialoa,,genus,Passeriformes,Fringillidae,,,Akialoa
Akialoa obscura,Lesser Akialoa,species,Passeriformes,Fringillidae,EX,avibase-67049C23,Akialoa
Akialoa ellisiana,Oahu Akialoa,species,Passeriformes,Fringillidae,EX,avibase-F131E02A,Akialoa
Akialoa stejnegeri,Kauai Akialoa,species,Passeriformes,Fringillidae,EX,avibase-B50DDCA2,Akialoa
Akialoa lanaiensis,Maui-nui Akialoa,species,Passeriformes,Fringillidae,EX,avibase-CA33F844,Akialoa
Palmeria,,genus,Passeriformes,Fringillidae,,,Palmeria
Palmeria dolei,Akohekohe,species,Passeriformes,Fringillidae,CR,avibase-A643D860,Palmeria
Himatione,,genus,Passeriformes,Fringillidae,,,Himatione
Himatione sanguinea,Apapane,species,Passeriformes,Fringillidae,LC,avibase-374CF449,Himatione
Himatione fraithii,Laysan Honeycreeper,species,Passeriformes,Fringillidae,EX,avibase-4309F417,Himatione
Drepanis,,genus,Passeriformes,Fringillidae,,,Drepanis
Drepanis coccinea,Iiwi,species,Passeriformes,Fringillidae,VU,avibase-A71C0CB7,Drepanis
Drepanis pacifica,Hawaii Mamo,species,Passeriformes,Fringillidae,EX,avibase-D7D0A5F1,Drepanis
Drepanis funerea,Black Mamo,species,Passeriformes,Fringillidae,EX,avibase-97746C36,Drepanis
Psittirostra,,genus,Passeriformes,Fringillidae,,,Psittirostra
Psittirostra psittacea,Ou,species,Passeriformes,Fringillidae,EX,avibase-AC2EDFEE,Psittirostra
Dysmorodrepanis,,genus,Passeriformes,Fringillidae,,,Dysmorodrepanis
Dysmorodrepanis munroi,Lanai Hookbill,species,Passeriformes,Fringillidae,EX,avibase-544B1381,Dysmorodrepanis
Pseudonestor,,genus,Passeriformes,Fringillidae,,,Pseudonestor
Pseudonestor xanthophrys,Maui Parrotbill,species,Passeriformes,Fringillidae,CR,avibase-99A702C3,Pseudonestor
Hemignathus,,genus,Passeriformes,Fringillidae,,,Hemignathus
Hemignathus hanapepe,Kauai Nukupuu,species,Passeriformes,Fringillidae,EX,avibase-FBE9861A,Hemignathus
Hemignathus lucidus,Oahu Nukupuu,species,Passeriformes,Fringillidae,EX,avibase-2019D40E,Hemignathus
Hemignathus affinis,Maui Nukupuu,species,Passeriformes,Fringillidae,EX,avibase-43F17FD6,Hemignathus
Hemignathus wilsoni,Akiapolaau,species,Passeriformes,Fringillidae,EN,avibase-DDE78CC9,Hemignathus
Magumma,,genus,Passeriformes,Fringillidae,,,Magumma
Magumma parva,Anianiau,species,Passeriformes,Fringillidae,EN,avibase-55DDF05C,Magumma
Chlorodrepanis,,genus,Passeriformes,Fringillidae,,,Chlorodrepanis
Chlorodrepanis virens,Hawaii Amakihi,species,Passeriformes,Fringillidae,LC,avibase-ABB15738,Chlorodrepanis
Chlorodrepanis virens wilsoni,,subspecies,Passeriformes,Fringillidae,,avibase-DB443570,Chlorodrepanis
Chlorodrepanis virens virens,,subspecies,Passeriformes,Fringillidae,,avibase-E3660613,Chlorodrepanis
Chlorodrepanis flava,Oahu Amakihi,species,Passeriformes,Fringillidae,NT,avibase-0A603DFD,Chlorodrepanis
Chlorodrepanis stejnegeri,Kauai Amakihi,species,Passeriformes,Fringillidae,EN,avibase-5305B509,Chlorodrepanis
Viridonia,,genus,Passeriformes,Fringillidae,,,Viridonia
Viridonia sagittirostris,Greater Amakihi,species,Passeriformes,Fringillidae,EX,avibase-8FE1196F,Viridonia
Loxops,,genus,Passeriformes,Fringillidae,,,Loxops
Loxops mana,Hawaii Creeper,species,Passeriformes,Fringillidae,EN,avibase-DD65F272,Loxops
Loxops caeruleirostris,Akekee,species,Passeriformes,Fringillidae,CR,avibase-0F8900D1,Loxops
Loxops coccineus,Hawaii Akepa,species,Passeriformes,Fringillidae,EN,avibase-B690DF97,Loxops
Loxops wolstenholmei,Oahu Akepa,species,Passeriformes,Fringillidae,EX,avibase-AF12BC31,Loxops
Loxops ochraceus,Maui Akepa,species,Passeriformes,Fringillidae,EX,avibase-8904189E,Loxops
Pinicola,,genus,Passeriformes,Fringillidae,,,Pinicola
Pinicola enucleator,Pine Grosbeak,species,Passeriformes,Fringillidae,LC,avibase-83AC4DAD,Pinicola
Pinicola enucleator enucleator,,subspecies,Passeriformes,Fringillidae,,avibase-4649A9BD,Pinicola
Pinicola enucleator kamtschatkensis,,subspecies,Passeriformes,Fringillidae,,avibase-6C864DC6,Pinicola
Pinicola enucleator sakhalinensis,,subspecies,Passeriformes,Fringillidae,,avibase-0BA765C5,Pinicola
Pinicola enucleator flammula,,subspecies,Passeriformes,Fringillidae,,avibase-7D6C87D1,Pinicola
Pinicola enucleator carlottae,,subspecies,Passeriformes,Fringillidae,,avibase-79578796,Pinicola
Pinicola enucleator montana,,subspecies,Passeriformes,Fringillidae,,avibase-B6893941,Pinicola
Pinicola enucleator californica,,subspecies,Passeriformes,Fringillidae,,avibase-31C6BA97,Pinicola
Pinicola enucleator leucura,,subspecies,Passeriformes,Fringillidae,,avibase-D9938B80,Pinicola
Pyrrhula,,genus,Passeriformes,Fringillidae,,,Pyrrhula
Pyrrhula leucogenis,White-cheeked Bullfinch,species,Passeriformes,Fringillidae,LC,avibase-14C7C939,Pyrrhula
Pyrrhula leucogenis leucogenis,,subspecies,Passeriformes,Fringillidae,,avibase-A635CEFF,Pyrrhula
Pyrrhula leucogenis steerei,,subspecies,Passeriformes,Fringillidae,,avibase-D29B4EC9,Pyrrhula
Pyrrhula nipalensis,Brown Bullfinch,species,Passeriformes,Fringillidae,NE,avibase-964205CA,Pyrrhula
Pyrrhula nipalensis nipalensis,,subspecies,Passeriformes,Fringillidae,,avibase-EF47BF6A,Pyrrhula
Pyrrhula nipalensis ricketti,,subspecies,Passeriformes,Fringillidae,,avibase-15CD5A01,Pyrrhula
Pyrrhula nipalensis victoriae,,subspecies,Passeriformes,Fringillidae,,avibase-58E5428E,Pyrrhula
Pyrrhula nipalensis waterstradti,,subspecies,Passeriformes,Fringillidae,,avibase-B46569BF,Pyrrhula
Pyrrhula nipalensis uchidai,,subspecies,Passeriformes,Fringillidae,,avibase-44949B4B,Pyrrhula
Pyrrhula murina,Azores Bullfinch,species,Passeriformes,Fringillidae,VU,avibase-0788A895,Pyrrhula
Pyrrhula pyrrhula,Eurasian Bullfinch,species,Passeriformes,Fringillidae,LC,avibase-24764DC7,Pyrrhula
Pyrrhula pyrrhula pileata,,subspecies,Passeriformes,Fringillidae,,avibase-335B5774,Pyrrhula
Pyrrhula pyrrhula pyrrhula,,subspecies,Passeriformes,Fringillidae,,avibase-DC5B89A1,Pyrrhula
Pyrrhula pyrrhula europaea,,subspecies,Passeriformes,Fringillidae,,avibase-A4AFD7FF,Pyrrhula
Pyrrhula pyrrhula iberiae,,subspecies,Passeriformes,Fringillidae,,avibase-72D237E0,Pyrrhula
Pyrrhula pyrrhula rossikowi,,subspecies,Passeriformes,Fringillidae,,avibase-63370513,Pyrrhula
Pyrrhula pyrrhula cineracea,,subspecies,Passeriformes,Fringillidae,,avibase-1E0E4DC4,Pyrrhula
Pyrrhula pyrrhula caspica,,subspecies,Passeriformes,Fringillidae,,avibase-FC5CB524,Pyrrhula
Pyrrhula pyrrhula cassinii,,subspecies,Passeriformes,Fringillidae,,avibase-BF0682BF,Pyrrhula
Pyrrhula pyrrhula griseiventris,,subspecies,Passeriformes,Fringillidae,,avibase-7FAECFE2,Pyrrhula
Pyrrhula pyrrhula rosacea,,subspecies,Passeriformes,Fringillidae,,avibase-1B97D0F7,Pyrrhula
Pyrrhula aurantiaca,Orange Bullfinch,species,Passeriformes,Fringillidae,LC,avibase-77B73033,Pyrrhula
Pyrrhula erythrocephala,Red-headed Bullfinch,species,Passeriformes,Fringillidae,LC,avibase-9A1D7F23,Pyrrhula
Pyrrhula erythaca,Grey-headed Bullfinch,species,Passeriformes,Fringillidae,NE,avibase-1C8E0DB2,Pyrrhula
Pyrrhula owstoni,Taiwan Bullfinch,species,Passeriformes,Fringillidae,NE,avibase-BD3982A7,Pyrrhula
Rhodopechys,,genus,Passeriformes,Fringillidae,,,Rhodopechys
Rhodopechys sanguineus,Crimson-winged Finch,species,Passeriformes,Fringillidae,NE,avibase-B345F82B,Rhodopechys
Rhodopechys sanguineus sanguineus,,subspecies,Passeriformes,Fringillidae,,avibase-7782AD9F,Rhodopechys
Rhodopechys sanguineus alienus,,subspecies,Passeriformes,Fringillidae,,avibase-EAF23C54,Rhodopechys
Bucanetes,,genus,Passeriformes,Fringillidae,,,Bucanetes
Bucanetes mongolicus,Mongolian Finch,species,Passeriformes,Fringillidae,LC,avibase-B8FE90AC,Bucanetes
Bucanetes githagineus,Trumpeter Finch,species,Passeriformes,Fringillidae,LC,avibase-8049F707,Bucanetes
Bucanetes githagineus amantum,,subspecies,Passeriformes,Fringillidae,,avibase-2122129D,Bucanetes
Bucanetes githagineus zedlitzi,,subspecies,Passeriformes,Fringillidae,,avibase-9D408A6F,Bucanetes
Bucanetes githagineus githagineus,,subspecies,Passeriformes,Fringillidae,,avibase-F2504A0D,Bucanetes
Bucanetes githagineus crassirostris,,subspecies,Passeriformes,Fringillidae,,avibase-06FAC7CD,Bucanetes
Agraphospiza,,genus,Passeriformes,Fringillidae,,,Agraphospiza
Agraphospiza rubescens,Blanford's Rosefinch,species,Passeriformes,Fringillidae,LC,avibase-A8EC7456,Agraphospiza
Pyrrhoplectes,,genus,Passeriformes,Fringillidae,,,Pyrrhoplectes
Pyrrhoplectes epauletta,Golden-naped Finch,species,Passeriformes,Fringillidae,LC,avibase-88F67B5E,Pyrrhoplectes
Callacanthis,,genus,Passeriformes,Fringillidae,,,Callacanthis
Callacanthis burtoni,Spectacled Finch,species,Passeriformes,Fringillidae,LC,avibase-0134A6D7,Callacanthis
Procarduelis,,genus,Passeriformes,Fringillidae,,,Procarduelis
Procarduelis nipalensis,Dark-breasted Rosefinch,species,Passeriformes,Fringillidae,LC,avibase-9058051F,Procarduelis
Procarduelis nipalensis kangrae,,subspecies,Passeriformes,Fringillidae,,avibase-2829F3E1,Procarduelis
Procarduelis nipalensis nipalensis,,subspecies,Passeriformes,Fringillidae,,avibase-2A6E75D6,Procarduelis
Leucosticte,,genus,Passeriformes,Fringillidae,,,Leucosticte
Leucosticte nemoricola,Plain Mountain Finch,species,Passeriformes,Fringillidae,LC,avibase-AC494997,Leucosticte
Leucosticte nemoricola altaica,,subspecies,Passeriformes,Fringillidae,,avibase-AF06F138,Leucosticte
Leucosticte nemoricola nemoricola,,subspecies,Passeriformes,Fringillidae,,avibase-053586E7,Leucosticte
Leucosticte brandti,Brandt's Mountain Finch,species,Passeriformes,Fringillidae,LC,avibase-D12C9F11,Leucosticte
Leucosticte brandti margaritacea,,subspecies,Passeriformes,Fringillidae,,avibase-EFC079E8,Leucosticte
Leucosticte brandti brandti,,subspecies,Passeriformes,Fringillidae,,avibase-6392E36F,Leucosticte
Leucosticte brandti pamirensis,,subspecies,Passeriformes,Fringillidae,,avibase-0526E4FD,Leucosticte
Leucosticte brandti haematopygia,,subspecies,Passeriformes,Fringillidae,,avibase-62D4832B,Leucosticte
Leucosticte brandti pallidior,,subspecies,Passeriformes,Fringillidae,,avibase-4C1A3B21,Leucosticte
Leucosticte brandti intermedia,,subspecies,Passeriformes,Fringillidae,,avibase-84949325,Leucosticte
Leucosticte brandti walteri,,subspecies,Passeriformes,Fringillidae,,avibase-1D16B7EB,Leucosticte
Leucosticte arctoa,Asian Rosy Finch,species,Passeriformes,Fringillidae,LC,avibase-B150BF7F,Leucosticte
Leucosticte arctoa arctoa,,subspecies,Passeriformes,Fringillidae,,avibase-46600A08,Leucosticte
Leucosticte arctoa cognata,,subspecies,Passeriformes,Fringillidae,,avibase-9E204238,Leucosticte
Leucosticte arctoa sushkini,,subspecies,Passeriformes,Fringillidae,,avibase-6D6891FE,Leucosticte
Leucosticte arctoa gigliolii,,subspecies,Passeriformes,Fringillidae,,avibase-A2B2AB35,Leucosticte
Leucosticte arctoa brunneonucha,,subspecies,Passeriformes,Fringillidae,,avibase-880579EE,Leucosticte
Leucosticte tephrocotis,Grey-crowned Rosy Finch,species,Passeriformes,Fringillidae,LC,avibase-029491CD,Leucosticte
Leucosticte tephrocotis maxima,,subspecies,Passeriformes,Fringillidae,,avibase-C5AA413D,Leucosticte
Leucosticte tephrocotis griseonucha,,subspecies,Passeriformes,Fringillidae,,avibase-3A68678F,Leucosticte
Leucosticte tephrocotis umbrina,,subspecies,Passeriformes,Fringillidae,,avibase-01848F90,Leucosticte
Leucosticte tephrocotis littoralis,,subspecies,Passeriformes,Fringillidae,,avibase-3DD870F0,Leucosticte
Leucosticte tephrocotis tephrocotis,,subspecies,Passeriformes,Fringillidae,,avibase-1ECD4228,Leucosticte
Leucosticte tephrocotis dawsoni,,subspecies,Passeriformes,Fringillidae,,avibase-FE61C6FA,Leucosticte
Leucosticte tephrocotis wallowa,,subspecies,Passeriformes,Fringillidae,,avibase-95D95E26,Leucosticte
Leucosticte atrata,Black Rosy Finch,species,Passeriformes,Fringillidae,EN,avibase-A8F0BE19,Leucosticte
Leucosticte australis,Brown-capped Rosy Finch,species,Passeriformes,Fringillidae,EN,avibase-0B90527D,Leucosticte
Haemorhous,,genus,Passeriformes,Fringillidae,,,Haemorhous
Haemorhous mexicanus,House Finch,species,Passeriformes,Fringillidae,LC,avibase-89431E9F,Haemorhous
Haemorhous mexicanus frontalis,,subspecies,Passeriformes,Fringillidae,,avibase-8EC8F197,Haemorhous
Haemorhous mexicanus mcgregori,,subspecies,Passeriformes,Fringillidae,,avibase-E387AF18,Haemorhous
Haemorhous mexicanus amplus,,subspecies,Passeriformes,Fringillidae,,avibase-EFA6870B,Haemorhous
Haemorhous mexicanus ruberrimus,,subspecies,Passeriformes,Fringillidae,,avibase-8E77608A,Haemorhous
Haemorhous mexicanus sonoriensis,,subspecies,Passeriformes,Fringillidae,,avibase-5D7F51A2,Haemorhous
Haemorhous mexicanus coccineus,,subspecies,Passeriformes,Fringillidae,,avibase-C36F3416,Haemorhous
Haemorhous mexicanus potosinus,,subspecies,Passeriformes,Fringillidae,,avibase-062425CB,Haemorhous
Haemorhous mexicanus centralis,,subspecies,Passeriformes,Fringillidae,,avibase-66384FAB,Haemorhous
Haemorhous mexicanus mexicanus,,subspecies,Passeriformes,Fringillidae,,avibase-737BD619,Haemorhous
Haemorhous mexicanus roseipectus,,subspecies,Passeriformes,Fringillidae,,avibase-9F6EA326,Haemorhous
Haemorhous mexicanus griscomi,,subspecies,Passeriformes,Fringillidae,,avibase-7696CEE1,Haemorhous
Haemorhous purpureus,Purple Finch,species,Passeriformes,Fringillidae,LC,avibase-B4EE123D,Haemorhous
Haemorhous purpureus purpureus,,subspecies,Passeriformes,Fringillidae,,avibase-95F9C840,Haemorhous
Haemorhous purpureus californicus,,subspecies,Passeriformes,Fringillidae,,avibase-B759829F,Haemorhous
Haemorhous cassinii,Cassin's Finch,species,Passeriformes,Fringillidae,LC,avibase-AC1E519F,Haemorhous
Rhodospiza,,genus,Passeriformes,Fringillidae,,,Rhodospiza
Rhodospiza obsoleta,Desert Finch,species,Passeriformes,Fringillidae,LC,avibase-FA269911,Rhodospiza
Rhynchostruthus,,genus,Passeriformes,Fringillidae,,,Rhynchostruthus
Rhynchostruthus percivali,Arabian Golden-winged Grosbeak,species,Passeriformes,Fringillidae,NT,avibase-078921E8,Rhynchostruthus
Rhynchostruthus socotranus,Socotra Golden-winged Grosbeak,species,Passeriformes,Fringillidae,LC,avibase-BE193EC5,Rhynchostruthus
Rhynchostruthus louisae,Somali Golden-winged Grosbeak,species,Passeriformes,Fringillidae,NT,avibase-FB76AD60,Rhynchostruthus
Chloris,,genus,Passeriformes,Fringillidae,,,Chloris
Chloris chloris,European Greenfinch,species,Passeriformes,Fringillidae,LC,avibase-65BD2033,Chloris
Chloris chloris harrisoni,,subspecies,Passeriformes,Fringillidae,,avibase-B4B0F4A3,Chloris
Chloris chloris chloris,,subspecies,Passeriformes,Fringillidae,,avibase-065347DD,Chloris
Chloris chloris muehlei,,subspecies,Passeriformes,Fringillidae,,avibase-CE332700,Chloris
Chloris chloris aurantiiventris,,subspecies,Passeriformes,Fringillidae,,avibase-476A50C6,Chloris
Chloris chloris madaraszi,,subspecies,Passeriformes,Fringillidae,,avibase-036B859B,Chloris
Chloris chloris vanmarli,,subspecies,Passeriformes,Fringillidae,,avibase-11FC96BD,Chloris
Chloris chloris voousi,,subspecies,Passeriformes,Fringillidae,,avibase-4C2A559A,Chloris
Chloris chloris chlorotica,,subspecies,Passeriformes,Fringillidae,,avibase-DED24B72,Chloris
Chloris chloris bilkevitchi,,subspecies,Passeriformes,Fringillidae,,avibase-4ED337C1,Chloris
Chloris chloris turkestanica,,subspecies,Passeriformes,Fringillidae,,avibase-F60A2E0F,Chloris
Chloris sinica,Oriental Greenfinch,species,Passeriformes,Fringillidae,LC,avibase-684A6610,Chloris
Chloris sinica ussuriensis,,subspecies,Passeriformes,Fringillidae,,avibase-3F0E8967,Chloris
Chloris sinica kawarahiba,,subspecies,Passeriformes,Fringillidae,,avibase-9CB7F172,Chloris
Chloris sinica minor,,subspecies,Passeriformes,Fringillidae,,avibase-309682E6,Chloris
Chloris sinica sinica,,subspecies,Passeriformes,Fringillidae,,avibase-8DF97BD8,Chloris
Chloris sinica kittlitzi,,subspecies,Passeriformes,Fringillidae,,avibase-8B4A83A7,Chloris
Chloris spinoides,Yellow-breasted Greenfinch,species,Passeriformes,Fringillidae,LC,avibase-63B91A39,Chloris
Chloris spinoides spinoides,,subspecies,Passeriformes,Fringillidae,,avibase-2E843EBB,Chloris
Chloris spinoides heinrichi,,subspecies,Passeriformes,Fringillidae,,avibase-441AB883,Chloris
Chloris monguilloti,Vietnamese Greenfinch,species,Passeriformes,Fringillidae,LC,avibase-8875A644,Chloris
Chloris ambigua,Black-headed Greenfinch,species,Passeriformes,Fringillidae,LC,avibase-380A28B4,Chloris
Chloris ambigua taylori,,subspecies,Passeriformes,Fringillidae,,avibase-3E322357,Chloris
Chloris ambigua ambigua,,subspecies,Passeriformes,Fringillidae,,avibase-B500CAED,Chloris
Linurgus,,genus,Passeriformes,Fringillidae,,,Linurgus
Linurgus olivaceus,Oriole Finch,species,Passeriformes,Fringillidae,LC,avibase-80B649D4,Linurgus
Linurgus olivaceus olivaceus,,subspecies,Passeriformes,Fringillidae,,avibase-12FA7154,Linurgus
Linurgus olivaceus prigoginei,,subspecies,Passeriformes,Fringillidae,,avibase-49034D60,Linurgus
Linurgus olivaceus elgonensis,,subspecies,Passeriformes,Fringillidae,,avibase-5E052CC9,Linurgus
Linurgus olivaceus kilimensis,,subspecies,Passeriformes,Fringillidae,,avibase-5DC2EE84,Linurgus
Crithagra,,genus,Passeriformes,Fringillidae,,,Crithagra
Crithagra leucopygia,White-rumped Seedeater,species,Passeriformes,Fringillidae,LC,avibase-C887C3FC,Crithagra
Crithagra leucopygia riggenbachi,,subspecies,Passeriformes,Fringillidae,,avibase-5F8202E0,Crithagra
Crithagra leucopygia pallens,,subspecies,Passeriformes,Fringillidae,,avibase-EEAEF33E,Crithagra
Crithagra leucopygia leucopygia,,subspecies,Passeriformes,Fringillidae,,avibase-A90F3103,Crithagra
Crithagra mozambica,Yellow-fronted Canary,species,Passeriformes,Fringillidae,LC,avibase-169B483C,Crithagra
Crithagra mozambica caniceps,,subspecies,Passeriformes,Fringillidae,,avibase-B5773893,Crithagra
Crithagra mozambica punctigula,,subspecies,Passeriformes,Fringillidae,,avibase-06D939CD,Crithagra
Crithagra mozambica grotei,,subspecies,Passeriformes,Fringillidae,,avibase-4FE92C29,Crithagra
Crithagra mozambica gommaensis,,subspecies,Passeriformes,Fringillidae,,avibase-95363302,Crithagra
Crithagra mozambica barbata,,subspecies,Passeriformes,Fringillidae,,avibase-15BC2EF9,Crithagra
Crithagra mozambica tando,,subspecies,Passeriformes,Fringillidae,,avibase-3261EE40,Crithagra
Crithagra mozambica samaliyae,,subspecies,Passeriformes,Fringillidae,,avibase-8BA84C65,Crithagra
Crithagra mozambica vansoni,,subspecies,Passeriformes,Fringillidae,,avibase-951A18D9,Crithagra
Crithagra mozambica mozambica,,subspecies,Passeriformes,Fringillidae,,avibase-BE3846C1,Crithagra
Crithagra mozambica granti,,subspecies,Passeriformes,Fringillidae,,avibase-211B86C0,Crithagra
Crithagra citrinelloides,African Citril,species,Passeriformes,Fringillidae,LC,avibase-D419E3A5,Crithagra
Crithagra citrinelloides citrinelloides,,subspecies,Passeriformes,Fringillidae,,avibase-9B4B62A6,Crithagra
Crithagra citrinelloides kikuyensis,,subspecies,Passeriformes,Fringillidae,,avibase-C94CE34C,Crithagra
Crithagra frontalis,Western Citril,species,Passeriformes,Fringillidae,LC,avibase-5108E1D3,Crithagra
Crithagra hyposticta,Southern Citril,species,Passeriformes,Fringillidae,LC,avibase-C978ABCC,Crithagra
Crithagra hyposticta brittoni,,subspecies,Passeriformes,Fringillidae,,avibase-ED497953,Crithagra
Crithagra hyposticta hyposticta,,subspecies,Passeriformes,Fringillidae,,avibase-9F203FA8,Crithagra
Crithagra capistrata,Black-faced Canary,species,Passeriformes,Fringillidae,LC,avibase-E16846C3,Crithagra
Crithagra capistrata capistrata,,subspecies,Passeriformes,Fringillidae,,avibase-8C552497,Crithagra
Crithagra capistrata hildegardae,,subspecies,Passeriformes,Fringillidae,,avibase-E21732FC,Crithagra
Crithagra koliensis,Papyrus Canary,species,Passeriformes,Fringillidae,LC,avibase-5E456730,Crithagra
Crithagra scotops,Forest Canary,species,Passeriformes,Fringillidae,LC,avibase-994D87C2,Crithagra
Crithagra scotops kirbyi,,subspecies,Passeriformes,Fringillidae,,avibase-012084A2,Crithagra
Crithagra scotops umbrosa,,subspecies,Passeriformes,Fringillidae,,avibase-8DF9063C,Crithagra
