scientific_name,ebird_common_name,ebird_species_code,ebird_order,ebird_family,genus
Pseudocolaptes lawrencii,Buffy Tuftedcheek,buftuf1,Passeriformes,Furnariidae,Pseudocolaptes
Pseudocolaptes johnsoni,Pacific Tuftedcheek,buftuf3,Passeriformes,Furnariidae,Pseudocolaptes
Pseudocolaptes boissonneautii,Streaked Tuftedcheek,strtuf1,Passeriformes,Furnariidae,Pseudocolaptes
Premnornis guttuliger,Rusty-winged Barbtail,ruwbar1,Passeriformes,Furnariidae,Premnornis
Tarphonomus harterti,Bolivian Earthcreeper,bolear1,Passeriformes,Furnariidae,Tarphonomus
Tarphonomus certhioides,Chaco Earthcreeper,chaear1,Passeriformes,Furnariidae,Tarphonomus
Furnarius figulus,Wing-banded Hornero,wibhor1,Passeriformes,Furnariidae,Furnarius
Furnarius cinnamomeus,Pacific Hornero,palhor4,Passeriformes,Furnariidae,Furnarius
Furnarius longirostris,Caribbean Hornero,palhor5,Passeriformes,Furnariidae,Furnarius
Furnarius leucopus,Pale-legged Hornero,palhor3,Passeriformes,Furnariidae,Furnarius
Furnarius torridus,Pale-billed Hornero,pabhor2,Passeriformes,Furnariidae,Furnarius
Furnarius minor,Lesser Hornero,leshor1,Passeriformes,Furnariidae,Furnarius
Furnarius rufus,Rufous Hornero,rufhor2,Passeriformes,Furnariidae,Furnarius
Furnarius cristatus,Crested Hornero,crehor1,Passeriformes,Furnariidae,Furnarius
Lochmias nematura,Sharp-tailed Streamcreeper,shtstr1,Passeriformes,Furnariidae,Lochmias
Phleocryptes melanops,Wren-like Rushbird,wrlrus1,Passeriformes,Furnariidae,Phleocryptes
Limnornis curvirostris,Curve-billed Reedhaunter,cubree1,Passeriformes,Furnariidae,Limnornis
Geocerthia serrana,Striated Earthcreeper,strear1,Passeriformes,Furnariidae,Geocerthia
Upucerthia saturatior,Patagonian Forest Earthcreeper,pafear1,Passeriformes,Furnariidae,Upucerthia
Upucerthia dumetaria,Scale-throated Earthcreeper,sctear1,Passeriformes,Furnariidae,Upucerthia
Upucerthia albigula,White-throated Earthcreeper,whtear1,Passeriformes,Furnariidae,Upucerthia
Upucerthia validirostris,Buff-breasted Earthcreeper,bubear2,Passeriformes,Furnariidae,Upucerthia
Cinclodes pabsti,Long-tailed Cinclodes,lotcin1,Passeriformes,Furnariidae,Cinclodes
Cinclodes fuscus,Buff-winged Cinclodes,buwcin1,Passeriformes,Furnariidae,Cinclodes
Cinclodes antarcticus,Blackish Cinclodes,blacin1,Passeriformes,Furnariidae,Cinclodes
Cinclodes comechingonus,Cordoba Cinclodes,corcin1,Passeriformes,Furnariidae,Cinclodes
Cinclodes albidiventris,Chestnut-winged Cinclodes,chwcin1,Passeriformes,Furnariidae,Cinclodes
Cinclodes olrogi,Olrog's Cinclodes,olrcin1,Passeriformes,Furnariidae,Cinclodes
Cinclodes albiventris,Cream-winged Cinclodes,crwcin1,Passeriformes,Furnariidae,Cinclodes
Cinclodes oustaleti,Gray-flanked Cinclodes,gyfcin1,Passeriformes,Furnariidae,Cinclodes
Cinclodes excelsior,Stout-billed Cinclodes,stbcin1,Passeriformes,Furnariidae,Cinclodes
Cinclodes aricomae,Royal Cinclodes,roycin1,Passeriformes,Furnariidae,Cinclodes
Cinclodes palliatus,White-bellied Cinclodes,whbcin1,Passeriformes,Furnariidae,Cinclodes
Cinclodes atacamensis,White-winged Cinclodes,whwcin1,Passeriformes,Furnariidae,Cinclodes
Cinclodes patagonicus,Dark-bellied Cinclodes,dabcin1,Passeriformes,Furnariidae,Cinclodes
Cinclodes taczanowskii,Surf Cinclodes,surcin1,Passeriformes,Furnariidae,Cinclodes
Cinclodes nigrofumosus,Seaside Cinclodes,seacin1,Passeriformes,Furnariidae,Cinclodes
Anabazenops dorsalis,Dusky-cheeked Foliage-gleaner,ducfog1,Passeriformes,Furnariidae,Anabazenops
Anabazenops fuscus,White-collared Foliage-gleaner,wcfgle1,Passeriformes,Furnariidae,Anabazenops
Megaxenops parnaguae,Great Xenops,grexen1,Passeriformes,Furnariidae,Megaxenops
Cichlocolaptes leucophrus,Pale-browed Treehunter,pabtre1,Passeriformes,Furnariidae,Cichlocolaptes
Cichlocolaptes mazarbarnetti,Cryptic Treehunter,crytre1,Passeriformes,Furnariidae,Cichlocolaptes
Heliobletus contaminatus,Sharp-billed Treehunter,shbtre1,Passeriformes,Furnariidae,Heliobletus
Philydor fuscipenne,Slaty-winged Foliage-gleaner,swfgle,Passeriformes,Furnariidae,Philydor
Philydor erythrocercum,Rufous-rumped Foliage-gleaner,rurfog1,Passeriformes,Furnariidae,Philydor
Philydor novaesi,Alagoas Foliage-gleaner,alfgle1,Passeriformes,Furnariidae,Philydor
Philydor atricapillus,Black-capped Foliage-gleaner,bcfgle1,Passeriformes,Furnariidae,Philydor
Philydor pyrrhodes,Cinnamon-rumped Foliage-gleaner,crfgle1,Passeriformes,Furnariidae,Philydor
Anabacerthia variegaticeps,Scaly-throated Foliage-gleaner,stfgle1,Passeriformes,Furnariidae,Anabacerthia
Anabacerthia striaticollis,Montane Foliage-gleaner,mofgle1,Passeriformes,Furnariidae,Anabacerthia
Anabacerthia ruficaudata,Rufous-tailed Foliage-gleaner,rutfog1,Passeriformes,Furnariidae,Anabacerthia
Anabacerthia amaurotis,White-browed Foliage-gleaner,whbfog1,Passeriformes,Furnariidae,Anabacerthia
Anabacerthia lichtensteini,Ochre-breasted Foliage-gleaner,obfgle2,Passeriformes,Furnariidae,Anabacerthia
Syndactyla guttulata,Guttulate Foliage-gleaner,gufgle1,Passeriformes,Furnariidae,Syndactyla
Syndactyla subalaris,Lineated Foliage-gleaner,lifgle1,Passeriformes,Furnariidae,Syndactyla
Syndactyla rufosuperciliata,Buff-browed Foliage-gleaner,bbfgle1,Passeriformes,Furnariidae,Syndactyla
Syndactyla ruficollis,Rufous-necked Foliage-gleaner,rnfgle1,Passeriformes,Furnariidae,Syndactyla
Syndactyla dimidiata,Russet-mantled Foliage-gleaner,rumfog1,Passeriformes,Furnariidae,Syndactyla
Syndactyla roraimae,White-throated Foliage-gleaner,wtfgle1,Passeriformes,Furnariidae,Syndactyla
Syndactyla ucayalae,Peruvian Recurvebill,perrec1,Passeriformes,Furnariidae,Syndactyla
Syndactyla striata,Bolivian Recurvebill,bolrec1,Passeriformes,Furnariidae,Syndactyla
Ancistrops strigilatus,Chestnut-winged Hookbill,chwhoo1,Passeriformes,Furnariidae,Ancistrops
Dendroma rufa,Buff-fronted Foliage-gleaner,bffgle,Passeriformes,Furnariidae,Dendroma
Dendroma erythroptera,Chestnut-winged Foliage-gleaner,chwfog1,Passeriformes,Furnariidae,Dendroma
Clibanornis rectirostris,Chestnut-capped Foliage-gleaner,ccfgle1,Passeriformes,Furnariidae,Clibanornis
Clibanornis dendrocolaptoides,Canebrake Groundcreeper,cangro1,Passeriformes,Furnariidae,Clibanornis
Clibanornis erythrocephalus,Henna-hooded Foliage-gleaner,hhfgle1,Passeriformes,Furnariidae,Clibanornis
Clibanornis rubiginosus,Ruddy Foliage-gleaner,rufgle1,Passeriformes,Furnariidae,Clibanornis
Clibanornis rufipectus,Santa Marta Foliage-gleaner,samfog1,Passeriformes,Furnariidae,Clibanornis
Thripadectes ignobilis,Uniform Treehunter,unitre1,Passeriformes,Furnariidae,Thripadectes
Thripadectes flammulatus,Flammulated Treehunter,flatre1,Passeriformes,Furnariidae,Thripadectes
Thripadectes scrutator,Rufous-backed Treehunter,rubtre1,Passeriformes,Furnariidae,Thripadectes
Thripadectes holostictus,Striped Treehunter,strtre1,Passeriformes,Furnariidae,Thripadectes
Thripadectes virgaticeps,Streak-capped Treehunter,stctre1,Passeriformes,Furnariidae,Thripadectes
Thripadectes rufobrunneus,Streak-breasted Treehunter,stbtre1,Passeriformes,Furnariidae,Thripadectes
Thripadectes melanorhynchus,Black-billed Treehunter,blbtre1,Passeriformes,Furnariidae,Thripadectes
Automolus rufipileatus,Chestnut-crowned Foliage-gleaner,ccfgle2,Passeriformes,Furnariidae,Automolus
Automolus melanopezus,Brown-rumped Foliage-gleaner,brfgle1,Passeriformes,Furnariidae,Automolus
Automolus cervinigularis,Fawn-throated Foliage-gleaner,butfog9,Passeriformes,Furnariidae,Automolus
Automolus exsertus,Chiriqui Foliage-gleaner,butfog4,Passeriformes,Furnariidae,Automolus
Automolus ochrolaemus,Ochre-throated Foliage-gleaner,btfgle1,Passeriformes,Furnariidae,Automolus
Automolus virgatus,Western Woodhaunter,strwoo5,Passeriformes,Furnariidae,Automolus
Automolus subulatus,Eastern Woodhaunter,strwoo4,Passeriformes,Furnariidae,Automolus
Automolus infuscatus,Olive-backed Foliage-gleaner,obfgle3,Passeriformes,Furnariidae,Automolus
Automolus paraensis,Para Foliage-gleaner,parfog1,Passeriformes,Furnariidae,Automolus
Automolus lammi,Pernambuco Foliage-gleaner,perfog1,Passeriformes,Furnariidae,Automolus
Automolus leucophthalmus,White-eyed Foliage-gleaner,wefgle1,Passeriformes,Furnariidae,Automolus
Premnoplex brunnescens,Spotted Barbtail,spobar1,Passeriformes,Furnariidae,Premnoplex
Premnoplex tatei,White-throated Barbtail,whtbar1,Passeriformes,Furnariidae,Premnoplex
Margarornis bellulus,Beautiful Treerunner,beatre1,Passeriformes,Furnariidae,Margarornis
Margarornis rubiginosus,Ruddy Treerunner,rudtre1,Passeriformes,Furnariidae,Margarornis
Margarornis stellatus,Fulvous-dotted Treerunner,fudtre1,Passeriformes,Furnariidae,Margarornis
Margarornis squamiger,Pearled Treerunner,peatre1,Passeriformes,Furnariidae,Margarornis
Aphrastura spinicauda,Thorn-tailed Rayadito,thtray1,Passeriformes,Furnariidae,Aphrastura
Aphrastura masafuerae,Masafuera Rayadito,masray1,Passeriformes,Furnariidae,Aphrastura
Sylviorthorhynchus desmursii,Des Murs's Wiretail,demwir1,Passeriformes,Furnariidae,Sylviorthorhynchus
Sylviorthorhynchus yanacensis,Tawny Tit-Spinetail,tatspi1,Passeriformes,Furnariidae,Sylviorthorhynchus
Leptasthenura fuliginiceps,Brown-capped Tit-Spinetail,bctspi1,Passeriformes,Furnariidae,Leptasthenura
Leptasthenura platensis,Tufted Tit-Spinetail,tutspi1,Passeriformes,Furnariidae,Leptasthenura
Leptasthenura aegithaloides,Plain-mantled Tit-Spinetail,pmtspi1,Passeriformes,Furnariidae,Leptasthenura
Leptasthenura striolata,Striolated Tit-Spinetail,sttspi2,Passeriformes,Furnariidae,Leptasthenura
Leptasthenura pileata,Rusty-crowned Tit-Spinetail,rctspi1,Passeriformes,Furnariidae,Leptasthenura
Leptasthenura xenothorax,White-browed Tit-Spinetail,wbtspi1,Passeriformes,Furnariidae,Leptasthenura
Leptasthenura striata,Streaked Tit-Spinetail,sttspi1,Passeriformes,Furnariidae,Leptasthenura
Leptasthenura andicola,Andean Tit-Spinetail,antspi1,Passeriformes,Furnariidae,Leptasthenura
Leptasthenura setaria,Araucaria Tit-Spinetail,artspi1,Passeriformes,Furnariidae,Leptasthenura
Phacellodomus inornatus,Plain Thornbird,ruftho3,Passeriformes,Furnariidae,Phacellodomus
Phacellodomus rufifrons,Rufous-fronted Thornbird,ruftho1,Passeriformes,Furnariidae,Phacellodomus
Phacellodomus striaticeps,Streak-fronted Thornbird,stftho1,Passeriformes,Furnariidae,Phacellodomus
Phacellodomus sibilatrix,Little Thornbird,littho1,Passeriformes,Furnariidae,Phacellodomus
Phacellodomus dorsalis,Chestnut-backed Thornbird,chbtho1,Passeriformes,Furnariidae,Phacellodomus
Phacellodomus maculipectus,Spot-breasted Thornbird,spbtho1,Passeriformes,Furnariidae,Phacellodomus
Phacellodomus striaticollis,Freckle-breasted Thornbird,frbtho1,Passeriformes,Furnariidae,Phacellodomus
Phacellodomus ruber,Greater Thornbird,gretho2,Passeriformes,Furnariidae,Phacellodomus
Phacellodomus erythrophthalmus,Orange-eyed Thornbird,oretho1,Passeriformes,Furnariidae,Phacellodomus
Phacellodomus ferrugineigula,Orange-breasted Thornbird,orbtho1,Passeriformes,Furnariidae,Phacellodomus
Hellmayrea gularis,White-browed Spinetail,whbspi2,Passeriformes,Furnariidae,Hellmayrea
Anumbius annumbi,Firewood-gatherer,firgat1,Passeriformes,Furnariidae,Anumbius
