scientific_name,birdlife_common_name,birdlife_order,birdlife_family,birdlife_iucn_status,genus
Montifringilla nivalis,White-winged Snowfinch,PASSERIFORMES,Passeridae,LC,Montifringilla
Montifringilla adamsi,Black-winged Snowfinch,PASSERIFORMES,Passeridae,LC,Montifringilla
Onychostruthus taczanowskii,White-rumped Snowfinch,PASSERIFORMES,Passeridae,LC,Onychostruthus
Pyrgilauda ruficollis,Rufous-necked Snowfinch,PASSERIFORMES,Passeridae,LC,Pyrgilauda
Pyrgilauda davidiana,Small Snowfinch,PASSERIFORMES,Passeridae,LC,Pyrgilauda
Pyrgilauda blanfordi,Plain-backed Snowfinch,PASSERIFORMES,Passeridae,LC,Pyrgilauda
Pyrgilauda theresae,Afghan Snowfinch,PASSERIFORMES,Passeridae,LC,Pyrgilauda
Hypocryptadius cinnamomeus,Cinnamon Ibon,PASSERIFORMES,Passeridae,LC,Hypocryptadius
Dendronanthus indicus,Forest Wagtail,PASSERIFORMES,Motacillidae,LC,Dendronanthus
Anthus sokokensis,Sokoke Pipit,PASSERIFORMES,Motacillidae,EN,Anthus
Anthus brachyurus,Short-tailed Pipit,PASSERIFORMES,Motacillidae,LC,Anthus
Anthus caffer,Bush Pipit,PASSERIFORMES,Motacillidae,LC,Anthus
Anthus gustavi,Pechora Pipit,PASSERIFORMES,Motacillidae,LC,Anthus
Anthus trivialis,Tree Pipit,PASSERIFORMES,Motacillidae,LC,Anthus
Anthus hodgsoni,Olive-backed Pipit,PASSERIFORMES,Motacillidae,LC,Anthus
Anthus cervinus,Red-throated Pipit,PASSERIFORMES,Motacillidae,LC,Anthus
Anthus roseatus,Rosy Pipit,PASSERIFORMES,Motacillidae,LC,Anthus
Anthus rubescens,Buff-bellied Pipit,PASSERIFORMES,Motacillidae,LC,Anthus
Anthus pratensis,Meadow Pipit,PASSERIFORMES,Motacillidae,LC,Anthus
Anthus spinoletta,Water Pipit,PASSERIFORMES,Motacillidae,LC,Anthus
Anthus petrosus,Rock Pipit,PASSERIFORMES,Motacillidae,LC,Anthus
Anthus furcatus,Short-billed Pipit,PASSERIFORMES,Motacillidae,LC,Anthus
Anthus brevirostris,Puna Pipit,PASSERIFORMES,Motacillidae,LC,Anthus
Anthus chii,Yellowish Pipit,PASSERIFORMES,Motacillidae,LC,Anthus
Anthus peruvianus,Peruvian Pipit,PASSERIFORMES,Motacillidae,LC,Anthus
Anthus chacoensis,Pampas Pipit,PASSERIFORMES,Motacillidae,LC,Anthus
Anthus spragueii,Sprague's Pipit,PASSERIFORMES,Motacillidae,VU,Anthus
Anthus hellmayri,Hellmayr's Pipit,PASSERIFORMES,Motacillidae,LC,Anthus
Anthus bogotensis,Paramo Pipit,PASSERIFORMES,Motacillidae,LC,Anthus
Anthus nattereri,Ochre-breasted Pipit,PASSERIFORMES,Motacillidae,VU,Anthus
Anthus correndera,Correndera Pipit,PASSERIFORMES,Motacillidae,LC,Anthus
Anthus antarcticus,South Georgia Pipit,PASSERIFORMES,Motacillidae,LC,Anthus
Anthus sylvanus,Upland Pipit,PASSERIFORMES,Motacillidae,LC,Anthus
Anthus nilghiriensis,Nilgiri Pipit,PASSERIFORMES,Motacillidae,VU,Anthus
Anthus hoeschi,Mountain Pipit,PASSERIFORMES,Motacillidae,NT,Anthus
Anthus crenatus,Yellow-tufted Pipit,PASSERIFORMES,Motacillidae,NT,Anthus
Anthus lineiventris,Striped Pipit,PASSERIFORMES,Motacillidae,LC,Anthus
Anthus richardi,Richard's Pipit,PASSERIFORMES,Motacillidae,LC,Anthus
Anthus rufulus,Paddyfield Pipit,PASSERIFORMES,Motacillidae,LC,Anthus
Anthus novaeseelandiae,Australasian Pipit,PASSERIFORMES,Motacillidae,LC,Anthus
Anthus nyassae,Woodland Pipit,PASSERIFORMES,Motacillidae,LC,Anthus
Anthus godlewskii,Blyth's Pipit,PASSERIFORMES,Motacillidae,LC,Anthus
Anthus leucophrys,Plain-backed Pipit,PASSERIFORMES,Motacillidae,LC,Anthus
Anthus berthelotii,Berthelot's Pipit,PASSERIFORMES,Motacillidae,LC,Anthus
Anthus campestris,Tawny Pipit,PASSERIFORMES,Motacillidae,LC,Anthus
Anthus cinnamomeus,African Pipit,PASSERIFORMES,Motacillidae,LC,Anthus
Anthus vaalensis,Buffy Pipit,PASSERIFORMES,Motacillidae,LC,Anthus
Anthus similis,Long-billed Pipit,PASSERIFORMES,Motacillidae,LC,Anthus
Anthus melindae,Malindi Pipit,PASSERIFORMES,Motacillidae,LC,Anthus
Anthus pallidiventris,Long-legged Pipit,PASSERIFORMES,Motacillidae,LC,Anthus
Anthus gutturalis,Alpine Pipit,PASSERIFORMES,Motacillidae,LC,Anthus
Madanga ruficollis,Madanga,PASSERIFORMES,Motacillidae,EN,Madanga
Macronyx flavicollis,Abyssinian Longclaw,PASSERIFORMES,Motacillidae,NT,Macronyx
Macronyx fuelleborni,Fülleborn's Longclaw,PASSERIFORMES,Motacillidae,LC,Macronyx
Macronyx capensis,Cape Longclaw,PASSERIFORMES,Motacillidae,LC,Macronyx
Macronyx croceus,Yellow-throated Longclaw,PASSERIFORMES,Motacillidae,LC,Macronyx
Macronyx aurantiigula,Pangani Longclaw,PASSERIFORMES,Motacillidae,LC,Macronyx
Macronyx ameliae,Rosy-throated Longclaw,PASSERIFORMES,Motacillidae,LC,Macronyx
Macronyx grimwoodi,Grimwood's Longclaw,PASSERIFORMES,Motacillidae,LC,Macronyx
Macronyx sharpei,Sharpe's Longclaw,PASSERIFORMES,Motacillidae,EN,Macronyx
Hemimacronyx chloris,Yellow-breasted Pipit,PASSERIFORMES,Motacillidae,VU,Hemimacronyx
Tmetothylacus tenellus,Golden Pipit,PASSERIFORMES,Motacillidae,LC,Tmetothylacus
Motacilla flaviventris,Madagascar Wagtail,PASSERIFORMES,Motacillidae,LC,Motacilla
Motacilla clara,Mountain Wagtail,PASSERIFORMES,Motacillidae,LC,Motacilla
Motacilla capensis,Cape Wagtail,PASSERIFORMES,Motacillidae,LC,Motacilla
Motacilla flava,Western Yellow Wagtail,PASSERIFORMES,Motacillidae,LC,Motacilla
Motacilla aguimp,African Pied Wagtail,PASSERIFORMES,Motacillidae,LC,Motacilla
Motacilla cinerea,Grey Wagtail,PASSERIFORMES,Motacillidae,LC,Motacilla
Motacilla citreola,Citrine Wagtail,PASSERIFORMES,Motacillidae,LC,Motacilla
Motacilla tschutschensis,Eastern Yellow Wagtail,PASSERIFORMES,Motacillidae,LC,Motacilla
Motacilla maderaspatensis,White-browed Wagtail,PASSERIFORMES,Motacillidae,LC,Motacilla
Motacilla samveasnae,Mekong Wagtail,PASSERIFORMES,Motacillidae,NT,Motacilla
Motacilla grandis,Japanese Wagtail,PASSERIFORMES,Motacillidae,LC,Motacilla
Motacilla alba,White Wagtail,PASSERIFORMES,Motacillidae,LC,Motacilla
Amaurocichla bocagii,Sao Tome Shorttail,PASSERIFORMES,Motacillidae,VU,Amaurocichla
Fringilla coelebs,Common Chaffinch,PASSERIFORMES,Fringillidae,LC,Fringilla
Fringilla teydea,Tenerife Blue Chaffinch,PASSERIFORMES,Fringillidae,NT,Fringilla
Fringilla polatzeki,Gran Canaria Blue Chaffinch,PASSERIFORMES,Fringillidae,EN,Fringilla
Fringilla montifringilla,Brambling,PASSERIFORMES,Fringillidae,LC,Fringilla
Chlorophonia flavirostris,Yellow-collared Chlorophonia,PASSERIFORMES,Fringillidae,LC,Chlorophonia
Chlorophonia cyanea,Blue-naped Chlorophonia,PASSERIFORMES,Fringillidae,LC,Chlorophonia
Chlorophonia pyrrhophrys,Chestnut-breasted Chlorophonia,PASSERIFORMES,Fringillidae,LC,Chlorophonia
Chlorophonia occipitalis,Blue-crowned Chlorophonia,PASSERIFORMES,Fringillidae,LC,Chlorophonia
Chlorophonia callophrys,Golden-browed Chlorophonia,PASSERIFORMES,Fringillidae,LC,Chlorophonia
Euphonia jamaica,Jamaican Euphonia,PASSERIFORMES,Fringillidae,LC,Euphonia
Euphonia plumbea,Plumbeous Euphonia,PASSERIFORMES,Fringillidae,LC,Euphonia
Euphonia affinis,Scrub Euphonia,PASSERIFORMES,Fringillidae,LC,Euphonia
Euphonia luteicapilla,Yellow-crowned Euphonia,PASSERIFORMES,Fringillidae,LC,Euphonia
Euphonia chlorotica,Purple-throated Euphonia,PASSERIFORMES,Fringillidae,LC,Euphonia
Euphonia trinitatis,Trinidad Euphonia,PASSERIFORMES,Fringillidae,LC,Euphonia
Euphonia concinna,Velvet-fronted Euphonia,PASSERIFORMES,Fringillidae,LC,Euphonia
Euphonia saturata,Orange-crowned Euphonia,PASSERIFORMES,Fringillidae,LC,Euphonia
Euphonia finschi,Finsch's Euphonia,PASSERIFORMES,Fringillidae,LC,Euphonia
Euphonia violacea,Violaceous Euphonia,PASSERIFORMES,Fringillidae,LC,Euphonia
Euphonia laniirostris,Thick-billed Euphonia,PASSERIFORMES,Fringillidae,LC,Euphonia
Euphonia hirundinacea,Yellow-throated Euphonia,PASSERIFORMES,Fringillidae,LC,Euphonia
Euphonia chalybea,Green-throated Euphonia,PASSERIFORMES,Fringillidae,LC,Euphonia
Euphonia elegantissima,Elegant Euphonia,PASSERIFORMES,Fringillidae,LC,Euphonia
Euphonia cyanocephala,Golden-rumped Euphonia,PASSERIFORMES,Fringillidae,LC,Euphonia
Euphonia musica,Hispaniolan Euphonia,PASSERIFORMES,Fringillidae,LC,Euphonia
Euphonia sclateri,Puerto Rican Euphonia,PASSERIFORMES,Fringillidae,LC,Euphonia
Euphonia flavifrons,Lesser Antillean Euphonia,PASSERIFORMES,Fringillidae,LC,Euphonia
Euphonia fulvicrissa,Fulvous-vented Euphonia,PASSERIFORMES,Fringillidae,LC,Euphonia
Euphonia imitans,Spot-crowned Euphonia,PASSERIFORMES,Fringillidae,LC,Euphonia
Euphonia gouldi,Olive-backed Euphonia,PASSERIFORMES,Fringillidae,LC,Euphonia
Euphonia chrysopasta,White-lored Euphonia,PASSERIFORMES,Fringillidae,LC,Euphonia
Euphonia mesochrysa,Bronze-green Euphonia,PASSERIFORMES,Fringillidae,LC,Euphonia
Euphonia minuta,White-vented Euphonia,PASSERIFORMES,Fringillidae,LC,Euphonia
Euphonia anneae,Tawny-capped Euphonia,PASSERIFORMES,Fringillidae,LC,Euphonia
Euphonia xanthogaster,Orange-bellied Euphonia,PASSERIFORMES,Fringillidae,LC,Euphonia
Euphonia rufiventris,Rufous-bellied Euphonia,PASSERIFORMES,Fringillidae,LC,Euphonia
Euphonia pectoralis,Chestnut-bellied Euphonia,PASSERIFORMES,Fringillidae,LC,Euphonia
Euphonia cayennensis,Golden-sided Euphonia,PASSERIFORMES,Fringillidae,LC,Euphonia
Mycerobas icterioides,Black-and-yellow Grosbeak,PASSERIFORMES,Fringillidae,LC,Mycerobas
Mycerobas affinis,Collared Grosbeak,PASSERIFORMES,Fringillidae,LC,Mycerobas
Mycerobas melanozanthos,Spot-winged Grosbeak,PASSERIFORMES,Fringillidae,LC,Mycerobas
Mycerobas carnipes,White-winged Grosbeak,PASSERIFORMES,Fringillidae,LC,Mycerobas
Hesperiphona vespertina,Evening Grosbeak,PASSERIFORMES,Fringillidae,VU,Hesperiphona
Hesperiphona abeillei,Hooded Grosbeak,PASSERIFORMES,Fringillidae,LC,Hesperiphona
Coccothraustes coccothraustes,Hawfinch,PASSERIFORMES,Fringillidae,LC,Coccothraustes
Eophona migratoria,Chinese Grosbeak,PASSERIFORMES,Fringillidae,LC,Eophona
Eophona personata,Japanese Grosbeak,PASSERIFORMES,Fringillidae,LC,Eophona
Melamprosops phaeosoma,Poo-uli,PASSERIFORMES,Fringillidae,EX,Melamprosops
Paroreomyza maculata,Oahu Alauahio,PASSERIFORMES,Fringillidae,CR (PE),Paroreomyza
Paroreomyza flammea,Kakawahie,PASSERIFORMES,Fringillidae,EX,Paroreomyza
Paroreomyza montana,Maui Alauahio,PASSERIFORMES,Fringillidae,EN,Paroreomyza
Oreomystis bairdi,Akikiki,PASSERIFORMES,Fringillidae,CR,Oreomystis
Telespiza cantans,Laysan Finch,PASSERIFORMES,Fringillidae,VU,Telespiza
Telespiza ultima,Nihoa Finch,PASSERIFORMES,Fringillidae,CR,Telespiza
Rhodacanthis palmeri,Greater Koa-finch,PASSERIFORMES,Fringillidae,EX,Rhodacanthis
Rhodacanthis flaviceps,Lesser Koa-finch,PASSERIFORMES,Fringillidae,EX,Rhodacanthis
Chloridops kona,Kona Grosbeak,PASSERIFORMES,Fringillidae,EX,Chloridops
Loxioides bailleui,Palila,PASSERIFORMES,Fringillidae,CR,Loxioides
Psittirostra psittacea,Ou,PASSERIFORMES,Fringillidae,EX,Psittirostra
Dysmorodrepanis munroi,Lanai Hookbill,PASSERIFORMES,Fringillidae,EX,Dysmorodrepanis
Akialoa stejnegeri,Kauai Akialoa,PASSERIFORMES,Fringillidae,EX,Akialoa
Akialoa ellisiana,Oahu Akialoa,PASSERIFORMES,Fringillidae,EX,Akialoa
Akialoa lanaiensis,Lanai Akialoa,PASSERIFORMES,Fringillidae,EX,Akialoa
Akialoa obscura,Hawaii Akialoa,PASSERIFORMES,Fringillidae,EX,Akialoa
Hemignathus hanapepe,Kauai Nukupuu,PASSERIFORMES,Fringillidae,EX,Hemignathus
Hemignathus lucidus,Oahu Nukupuu,PASSERIFORMES,Fringillidae,EX,Hemignathus
Hemignathus affinis,Maui Nukupuu,PASSERIFORMES,Fringillidae,EX,Hemignathus
Hemignathus wilsoni,Akiapolaau,PASSERIFORMES,Fringillidae,EN,Hemignathus
Pseudonestor xanthophrys,Maui Parrotbill,PASSERIFORMES,Fringillidae,CR,Pseudonestor
Viridonia sagittirostris,Greater Amakihi,PASSERIFORMES,Fringillidae,EX,Viridonia
Magumma parva,Anianiau,PASSERIFORMES,Fringillidae,EN,Magumma
Manucerthia mana,Hawaii Creeper,PASSERIFORMES,Fringillidae,EN,Manucerthia
Loxops caeruleirostris,Akekee,PASSERIFORMES,Fringillidae,CR,Loxops
Loxops wolstenholmei,Oahu Akepa,PASSERIFORMES,Fringillidae,EX,Loxops
Loxops ochraceus,Maui Akepa,PASSERIFORMES,Fringillidae,EX,Loxops
Loxops coccineus,Hawaii Akepa,PASSERIFORMES,Fringillidae,EN,Loxops
Chlorodrepanis stejnegeri,Kauai Amakihi,PASSERIFORMES,Fringillidae,EN,Chlorodrepanis
Chlorodrepanis flava,Oahu Amakihi,PASSERIFORMES,Fringillidae,NT,Chlorodrepanis
Chlorodrepanis virens,Hawaii Amakihi,PASSERIFORMES,Fringillidae,LC,Chlorodrepanis
Drepanis funerea,Black Mamo,PASSERIFORMES,Fringillidae,EX,Drepanis
Drepanis pacifica,Hawaii Mamo,PASSERIFORMES,Fringillidae,EX,Drepanis
Drepanis coccinea,Iiwi,PASSERIFORMES,Fringillidae,VU,Drepanis
Himatione sanguinea,Apapane,PASSERIFORMES,Fringillidae,LC,Himatione
Himatione fraithii,Laysan Honeycreeper,PASSERIFORMES,Fringillidae,EX,Himatione
Palmeria dolei,Akohekohe,PASSERIFORMES,Fringillidae,CR,Palmeria
Ciridops anna,Ula-ai-hawane,PASSERIFORMES,Fringillidae,EX,Ciridops
Carpodacus erythrinus,Common Rosefinch,PASSERIFORMES,Fringillidae,LC,Carpodacus
Carpodacus sipahi,Scarlet Finch,PASSERIFORMES,Fringillidae,LC,Carpodacus
Carpodacus ferreorostris,Bonin Grosbeak,PASSERIFORMES,Fringillidae,EX,Carpodacus
Carpodacus rhodochlamys,Red-mantled Rosefinch,PASSERIFORMES,Fringillidae,LC,Carpodacus
Carpodacus waltoni,Pink-rumped Rosefinch,PASSERIFORMES,Fringillidae,LC,Carpodacus
Carpodacus pulcherrimus,Beautiful Rosefinch,PASSERIFORMES,Fringillidae,LC,Carpodacus
Carpodacus edwardsii,Dark-rumped Rosefinch,PASSERIFORMES,Fringillidae,LC,Carpodacus
Carpodacus rodochroa,Pink-browed Rosefinch,PASSERIFORMES,Fringillidae,LC,Carpodacus
Carpodacus verreauxii,Sharpe's Rosefinch,PASSERIFORMES,Fringillidae,LC,Carpodacus
Carpodacus rodopeplus,Spot-winged Rosefinch,PASSERIFORMES,Fringillidae,LC,Carpodacus
Carpodacus vinaceus,Vinaceous Rosefinch,PASSERIFORMES,Fringillidae,LC,Carpodacus
Carpodacus formosanus,Taiwan Rosefinch,PASSERIFORMES,Fringillidae,LC,Carpodacus
Carpodacus synoicus,Sinai Rosefinch,PASSERIFORMES,Fringillidae,LC,Carpodacus
Carpodacus stoliczkae,Pale Rosefinch,PASSERIFORMES,Fringillidae,LC,Carpodacus
Carpodacus roborowskii,Tibetan Rosefinch,PASSERIFORMES,Fringillidae,LC,Carpodacus
Carpodacus sillemi,Sillem's Rosefinch,PASSERIFORMES,Fringillidae,DD,Carpodacus
Carpodacus rubicilloides,Streaked Rosefinch,PASSERIFORMES,Fringillidae,LC,Carpodacus
Carpodacus rubicilla,Great Rosefinch,PASSERIFORMES,Fringillidae,LC,Carpodacus
Carpodacus sibiricus,Siberian Long-tailed Rosefinch,PASSERIFORMES,Fringillidae,LC,Carpodacus
Carpodacus lepidus,Chinese Long-tailed Rosefinch,PASSERIFORMES,Fringillidae,LC,Carpodacus
Carpodacus puniceus,Red-fronted Rosefinch,PASSERIFORMES,Fringillidae,LC,Carpodacus
Carpodacus subhimachalus,Crimson-browed Finch,PASSERIFORMES,Fringillidae,LC,Carpodacus
Carpodacus roseus,Pallas's Rosefinch,PASSERIFORMES,Fringillidae,LC,Carpodacus
Carpodacus trifasciatus,Three-banded Rosefinch,PASSERIFORMES,Fringillidae,LC,Carpodacus
Carpodacus thura,Himalayan White-browed Rosefinch,PASSERIFORMES,Fringillidae,LC,Carpodacus
Carpodacus dubius,Chinese White-browed Rosefinch,PASSERIFORMES,Fringillidae,LC,Carpodacus
Pinicola enucleator,Pine Grosbeak,PASSERIFORMES,Fringillidae,LC,Pinicola
Pyrrhula nipalensis,Brown Bullfinch,PASSERIFORMES,Fringillidae,LC,Pyrrhula
Pyrrhula waterstradti,Malay Bullfinch,PASSERIFORMES,Fringillidae,VU,Pyrrhula
Pyrrhula leucogenis,White-cheeked Bullfinch,PASSERIFORMES,Fringillidae,LC,Pyrrhula
Pyrrhula aurantiaca,Orange Bullfinch,PASSERIFORMES,Fringillidae,LC,Pyrrhula
Pyrrhula erythrocephala,Red-headed Bullfinch,PASSERIFORMES,Fringillidae,LC,Pyrrhula
Pyrrhula erythaca,Grey-headed Bullfinch,PASSERIFORMES,Fringillidae,LC,Pyrrhula
Pyrrhula murina,Azores Bullfinch,PASSERIFORMES,Fringillidae,VU,Pyrrhula
Pyrrhula pyrrhula,Eurasian Bullfinch,PASSERIFORMES,Fringillidae,LC,Pyrrhula
Rhodopechys alienus,African Crimson-winged Finch,PASSERIFORMES,Fringillidae,LC,Rhodopechys
Rhodopechys sanguineus,Eurasian Crimson-winged Finch,PASSERIFORMES,Fringillidae,LC,Rhodopechys
Bucanetes githagineus,Trumpeter Finch,PASSERIFORMES,Fringillidae,LC,Bucanetes
Bucanetes mongolicus,Mongolian Finch,PASSERIFORMES,Fringillidae,LC,Bucanetes
Agraphospiza rubescens,Blanford's Rosefinch,PASSERIFORMES,Fringillidae,LC,Agraphospiza
Callacanthis burtoni,Spectacled Finch,PASSERIFORMES,Fringillidae,LC,Callacanthis
Pyrrhoplectes epauletta,Gold-naped Finch,PASSERIFORMES,Fringillidae,LC,Pyrrhoplectes
Procarduelis nipalensis,Dark-breasted Rosefinch,PASSERIFORMES,Fringillidae,LC,Procarduelis
Leucosticte nemoricola,Plain Mountain-finch,PASSERIFORMES,Fringillidae,LC,Leucosticte
Leucosticte brandti,Brandt's Mountain-finch,PASSERIFORMES,Fringillidae,LC,Leucosticte
Leucosticte arctoa,Asian Rosy-finch,PASSERIFORMES,Fringillidae,LC,Leucosticte
Leucosticte tephrocotis,Grey-crowned Rosy-Finch,PASSERIFORMES,Fringillidae,LC,Leucosticte
Leucosticte atrata,Black Rosy-finch,PASSERIFORMES,Fringillidae,EN,Leucosticte
Leucosticte australis,Brown-capped Rosy-finch,PASSERIFORMES,Fringillidae,EN,Leucosticte
Haemorhous mexicanus,House Finch,PASSERIFORMES,Fringillidae,LC,Haemorhous
Haemorhous cassinii,Cassin's Finch,PASSERIFORMES,Fringillidae,LC,Haemorhous
Haemorhous purpureus,Purple Finch,PASSERIFORMES,Fringillidae,LC,Haemorhous
Rhodospiza obsoleta,Desert Finch,PASSERIFORMES,Fringillidae,LC,Rhodospiza
Rhynchostruthus socotranus,Socotra Grosbeak,PASSERIFORMES,Fringillidae,LC,Rhynchostruthus
Rhynchostruthus louisae,Somali Grosbeak,PASSERIFORMES,Fringillidae,NT,Rhynchostruthus
Rhynchostruthus percivali,Arabian Grosbeak,PASSERIFORMES,Fringillidae,NT,Rhynchostruthus
Chloris chloris,European Greenfinch,PASSERIFORMES,Fringillidae,LC,Chloris
Chloris sinica,Oriental Greenfinch,PASSERIFORMES,Fringillidae,LC,Chloris
Chloris spinoides,Yellow-breasted Greenfinch,PASSERIFORMES,Fringillidae,LC,Chloris
Chloris monguilloti,Vietnamese Greenfinch,PASSERIFORMES,Fringillidae,LC,Chloris
Chloris ambigua,Black-headed Greenfinch,PASSERIFORMES,Fringillidae,LC,Chloris
Linurgus olivaceus,Oriole Finch,PASSERIFORMES,Fringillidae,LC,Linurgus
Crithagra citrinelloides,Abyssinian Citril,PASSERIFORMES,Fringillidae,LC,Crithagra
Crithagra frontalis,Yellow-browed Citril,PASSERIFORMES,Fringillidae,LC,Crithagra
Crithagra hyposticta,East African Citril,PASSERIFORMES,Fringillidae,LC,Crithagra
Crithagra capistrata,Black-faced Canary,PASSERIFORMES,Fringillidae,LC,Crithagra
Crithagra koliensis,Papyrus Canary,PASSERIFORMES,Fringillidae,LC,Crithagra
Crithagra scotops,Forest Canary,PASSERIFORMES,Fringillidae,LC,Crithagra
Crithagra leucopygia,White-rumped Seedeater,PASSERIFORMES,Fringillidae,LC,Crithagra
Crithagra atrogularis,Black-throated Canary,PASSERIFORMES,Fringillidae,LC,Crithagra
Crithagra reichenowi,Reichenow's Seedeater,PASSERIFORMES,Fringillidae,LC,Crithagra
Crithagra xanthopygia,Yellow-rumped Seedeater,PASSERIFORMES,Fringillidae,LC,Crithagra
Crithagra rothschildi,Arabian Serin,PASSERIFORMES,Fringillidae,LC,Crithagra
Crithagra flavigula,Yellow-throated Seedeater,PASSERIFORMES,Fringillidae,EN,Crithagra
Crithagra xantholaema,Salvadori's Seedeater,PASSERIFORMES,Fringillidae,NT,Crithagra
Crithagra citrinipectus,Lemon-breasted Canary,PASSERIFORMES,Fringillidae,LC,Crithagra
Crithagra mozambica,Yellow-fronted Canary,PASSERIFORMES,Fringillidae,LC,Crithagra
Crithagra donaldsoni,Northern Grosbeak-canary,PASSERIFORMES,Fringillidae,LC,Crithagra
Crithagra buchanani,Southern Grosbeak-canary,PASSERIFORMES,Fringillidae,LC,Crithagra
Crithagra flaviventris,Yellow Canary,PASSERIFORMES,Fringillidae,LC,Crithagra
Crithagra dorsostriata,White-bellied Canary,PASSERIFORMES,Fringillidae,LC,Crithagra
Crithagra sulphurata,Brimstone Canary,PASSERIFORMES,Fringillidae,LC,Crithagra
Crithagra albogularis,White-throated Canary,PASSERIFORMES,Fringillidae,LC,Crithagra
Crithagra striatipectus,Stripe-breasted Seedeater,PASSERIFORMES,Fringillidae,LC,Crithagra
Crithagra reichardi,Reichard's Seedeater,PASSERIFORMES,Fringillidae,LC,Crithagra
Crithagra canicapilla,West African Seedeater,PASSERIFORMES,Fringillidae,LC,Crithagra
Crithagra gularis,Streaky-headed Seedeater,PASSERIFORMES,Fringillidae,LC,Crithagra
Crithagra mennelli,Black-eared Seedeater,PASSERIFORMES,Fringillidae,LC,Crithagra
Crithagra tristriata,Brown-rumped Seedeater,PASSERIFORMES,Fringillidae,LC,Crithagra
Crithagra ankoberensis,Ankober Serin,PASSERIFORMES,Fringillidae,VU,Crithagra
Crithagra menachensis,Yemen Serin,PASSERIFORMES,Fringillidae,LC,Crithagra
Crithagra striolata,Streaky Seedeater,PASSERIFORMES,Fringillidae,LC,Crithagra
Crithagra burtoni,Thick-billed Seedeater,PASSERIFORMES,Fringillidae,LC,Crithagra
Crithagra melanochroa,Kipengere Seedeater,PASSERIFORMES,Fringillidae,LC,Crithagra
Crithagra rufobrunnea,Principe Seedeater,PASSERIFORMES,Fringillidae,LC,Crithagra
Crithagra concolor,Sao Tome Grosbeak,PASSERIFORMES,Fringillidae,CR,Crithagra
Crithagra leucoptera,Protea Canary,PASSERIFORMES,Fringillidae,NT,Crithagra
Crithagra totta,Cape Siskin,PASSERIFORMES,Fringillidae,LC,Crithagra
Crithagra symonsi,Drakensberg Siskin,PASSERIFORMES,Fringillidae,LC,Crithagra
Linaria flavirostris,Twite,PASSERIFORMES,Fringillidae,LC,Linaria
Linaria cannabina,Common Linnet,PASSERIFORMES,Fringillidae,LC,Linaria
Linaria yemenensis,Yemen Linnet,PASSERIFORMES,Fringillidae,LC,Linaria
Linaria johannis,Warsangli Linnet,PASSERIFORMES,Fringillidae,NT,Linaria
Acanthis flammea,Redpoll,PASSERIFORMES,Fringillidae,LC,Acanthis
Loxia pytyopsittacus,Parrot Crossbill,PASSERIFORMES,Fringillidae,LC,Loxia
Loxia scotica,Scottish Crossbill,PASSERIFORMES,Fringillidae,LC,Loxia
Loxia curvirostra,Red Crossbill,PASSERIFORMES,Fringillidae,LC,Loxia
Loxia leucoptera,Two-barred Crossbill,PASSERIFORMES,Fringillidae,LC,Loxia
Loxia megaplaga,Hispaniolan Crossbill,PASSERIFORMES,Fringillidae,EN,Loxia
Chrysocorythus estherae,Mountain Serin,PASSERIFORMES,Fringillidae,LC,Chrysocorythus
Chrysocorythus mindanensis,Mindanao Serin,PASSERIFORMES,Fringillidae,LC,Chrysocorythus
Carduelis carduelis,European Goldfinch,PASSERIFORMES,Fringillidae,LC,Carduelis
Carduelis caniceps,Grey-capped Goldfinch,PASSERIFORMES,Fringillidae,LC,Carduelis
Carduelis citrinella,Citril Finch,PASSERIFORMES,Fringillidae,LC,Carduelis
Carduelis corsicana,Corsican Finch,PASSERIFORMES,Fringillidae,LC,Carduelis
Serinus serinus,European Serin,PASSERIFORMES,Fringillidae,LC,Serinus
Serinus canaria,Island Canary,PASSERIFORMES,Fringillidae,LC,Serinus
Serinus syriacus,Syrian Serin,PASSERIFORMES,Fringillidae,VU,Serinus
Serinus pusillus,Red-fronted Serin,PASSERIFORMES,Fringillidae,LC,Serinus
Serinus alario,Black-headed Canary,PASSERIFORMES,Fringillidae,LC,Serinus
Serinus canicollis,Cape Canary,PASSERIFORMES,Fringillidae,LC,Serinus
Serinus flavivertex,Yellow-crowned Canary,PASSERIFORMES,Fringillidae,LC,Serinus
Serinus nigriceps,Ethiopian Siskin,PASSERIFORMES,Fringillidae,LC,Serinus
Spinus thibetanus,Tibetan Siskin,PASSERIFORMES,Fringillidae,LC,Spinus
Spinus spinus,Eurasian Siskin,PASSERIFORMES,Fringillidae,LC,Spinus
Spinus pinus,Pine Siskin,PASSERIFORMES,Fringillidae,LC,Spinus
Spinus tristis,American Goldfinch,PASSERIFORMES,Fringillidae,LC,Spinus
Spinus psaltria,Lesser Goldfinch,PASSERIFORMES,Fringillidae,LC,Spinus
Spinus lawrencei,Lawrence's Goldfinch,PASSERIFORMES,Fringillidae,LC,Spinus
Spinus atriceps,Black-capped Siskin,PASSERIFORMES,Fringillidae,LC,Spinus
Spinus spinescens,Andean Siskin,PASSERIFORMES,Fringillidae,LC,Spinus
Spinus yarrellii,Yellow-faced Siskin,PASSERIFORMES,Fringillidae,VU,Spinus
Spinus cucullatus,Red Siskin,PASSERIFORMES,Fringillidae,EN,Spinus
